"SC_L_G10a"	"SC_L_G10b"	"SC_L_G10c"	"SC_L_G10d"	"SC_L_G11a"	"SC_L_G11b_merged"	"SC_L_G11c_merged"	"SC_L_G11d_merged"	"SC_L_G12a"	"SC_L_G12b"	"SC_L_G12c"	"SC_L_G12d"	"SC_L_G13a"	"SC_L_G13b"	"SC_L_G13c_merged"	"SC_L_G14a"	"SC_L_G14b_merged"	"SC_L_G14c_merged"	"SC_L_G14d"	"SC_L_G1a"	"SC_L_G1b"	"SC_L_G1c"	"SC_L_G1d"	"SC_L_G2a"	"SC_L_G2b"	"SC_L_G2c"	"SC_L_G2d"	"SC_L_G3a"	"SC_L_G3b"	"SC_L_G3c"	"SC_L_G3d"	"SC_L_G4a"	"SC_L_G4b"	"SC_L_G4c"	"SC_L_G4d"	"SC_L_G5a_merged"	"SC_L_G5b"	"SC_L_G5c"	"SC_L_G5d"	"SC_L_G6a"	"SC_L_G6b"	"SC_L_G6c_merged"	"SC_L_G6d"	"SC_L_G7a_merged"	"SC_L_G7b"	"SC_L_G7c"	"SC_L_G7d"	"SC_L_G8a"	"SC_L_G8b"	"SC_L_G8c"	"SC_L_G8d"	"SC_L_G9a"	"SC_L_G9b_merged"	"SC_L_G9c"	"SC_L_G9d_merged"
"Cdc123"	1426.91072197258	1227.20575189153	1607.94783555061	1460.55983961988	1335.96339909928	1684.31853421738	1807.09210502745	1521.61008601687	1390.99286180579	1486.41744224674	1570.19822748168	1481.61401761588	1707.1069363992	1105.04697362919	1477.74209948064	1733.39446113992	1110.26300283937	2061.76509411879	1180.07377056	775.595912442032	1775.47143043132	1110.80001619777	1220.160024447	1352.87323492614	1297.23175979494	992.101923341326	1366.75645166955	1521.58257898651	1312.63134497498	1377.5520950228	1092.43970839377	1525.34800520063	1275.40655486335	1136.17594937886	1701.63331998099	1457.02215312293	1736.99251393386	1676.15586746055	1684.14638835352	1495.66809610745	1473.22851557272	1635.33638523768	1624.41467869806	1444.21951927866	1524.10540059156	1546.19990735708	1533.40082452369	1333.14459174529	1485.38254225933	1684.5191234252	1583.1185412609	1461.16841884216	1861.12690702024	1629.08889431778	1610.15185642326
"Cdc37l1"	3039.25493607935	1656.0247830353	2227.60458877044	2045.85443631544	2156.29180205498	1774.0613021224	2015.87609946277	2343.47336814572	2243.51173621225	2109.28729469621	2341.75309714251	1946.37887105052	1322.74152441109	2120.18198877412	1998.97195820927	1952.12450225151	2402.33763278126	2349.4044198767	2090.34936296016	1447.14847077599	1118.1889034857	947.89841977344	1249.2114536005	1041.14358186608	1082.39153148505	792.190675127056	1105.1911095573	1712.04395492431	1264.26246441047	1281.60319288191	1279.23855929469	1550.01670609336	1236.34251744948	1409.3969228112	1375.05007247423	2170.17165426808	2132.72086586391	2212.61945047727	2462.61183605401	1503.33516442346	2066.2853620972	2381.05701691219	2457.53913856731	1638.39277558812	2044.63097567334	2190.17917549478	2373.14019821494	2707.88948642604	2033.08996934611	2296.77282303163	2081.64422858462	2071.40532126124	2304.40901169718	2080.48993670493	2333.67914535483
"Cdc42bpa"	862.265738423978	867.680662548513	810.117823260488	836.007678511806	930.682104781884	917.127311029348	899.992282395675	975.962647528015	816.672559760485	852.185121510468	884.579251293962	674.143767204184	805.610234508118	1098.27940686156	1835.39450254444	1797.53334537565	2009.62451823983	1671.24746936716	1661.01834901885	545.439401839315	709.264449111797	600.847192608569	1133.0057369865	438.875200283131	594.748315321236	385.591526216677	602.737527476055	660.640934987215	653.813833837602	738.806546484866	643.788896854956	691.54591502627	743.587378842953	672.469931088758	761.555295162185	729.907583417492	977.681810650709	849.205453465337	983.877619807359	662.906522091788	853.813586980485	762.010645473228	758.356880137395	1093.45492723576	760.016215260251	668.341661635966	764.613584792431	1037.10522666978	1120.82847879038	991.215739076599	759.307146681598	833.036006088212	1282.9686146494	1128.04293077196	965.570590624506
"Cdh12"	35.2323635054959	19.0809404958585	20.1871180227424	33.0120428014267	27.3442800985234	26.2661759722009	11.5497528836562	21.3219247722109	16.3646219035975	13.4283716116801	10.2749437848295	27.2286479789991	0.819542456264616	25.1366765654935	12.4762466185045	0	412.106354765706	54.5884851803345	11.730355572167	0	1.15515382591498	0	0	0	0.630029995043683	13.5533049636793	3.10156532148914	7.02809505305547	5.00367729977757	49.3451496724586	16.6784688304393	6.57832023806202	49.3440472596246	13.4686395353971	21.9611294418863	22.3441096964538	21.0611727917953	25.7689930706723	24.5094068991157	24.770528405565	28.2408022154515	38.0100321970019	32.0432484565096	7.15846106209991	7.33134612791239	13.8053563156882	17.5293507430579	13.5442846766576	28.9189521501817	29.5721822707936	29.4876561818096	16.1059593013833	41.9432047096918	21.1450590120253	29.4963163353398
"Cdk5"	818.688867772444	1160.92459016907	615.268249301844	687.899594591892	911.150476140082	827.384543124329	746.291724790095	629.965959178957	771.475032598168	673.484483908879	646.38737264564	552.084310746602	594.987823248111	1497.5658461519	2123.73442439432	2276.1080969807	2545.36277943524	2714.72735916048	1893.27938934776	1264.28439385876	968.018906116752	1070.66484026714	1030.47128115062	1020.51031323778	747.215574121807	830.817594273542	827.084085730436	822.28712120749	661.319349787268	869.022913676076	677.979757957357	981.814295530756	902.584864457299	620.519464309369	804.06070698519	923.556534120092	681.716908787059	749.643434783194	767.961416172292	776.143223374371	869.816708235907	658.840558081366	612.382081613295	1037.97685400449	790.970787800325	725.999326248546	704.512953673375	957.774416420784	1403.88367710882	658.254872027664	625.691204607773	697.924903059941	795.276057926901	615.964762524216	606.409562305957
"Cdk5rap1"	423.715529526621	716.037398607742	859.269067141948	492.503989902366	402.351550021129	540.645455427802	627.240425835485	425.46931704548	609.387348981584	471.02595807124	534.297076811136	435.658367663985	347.486001456197	580.077151511388	578.06609332404	649.611776233653	1277.52969977369	636.165808063129	790.625965564058	75.6678938967836	143.239074413457	184.149630740544	256.336139589706	373.629458944978	543.715885722698	262.256451047195	239.854384861827	318.372705903413	299.386691770024	324.855568677019	338.572917257917	612.606072169526	612.688586807005	504.111936896293	292.578918048356	453.399225923876	392.402903594502	311.570552581765	414.32568805648	1002.61662593954	424.553393305621	455.215385597427	421.902771344043	564.623616273131	284.293310960158	419.033168170302	488.317627842328	311.518547563124	390.844019969123	385.533635530346	656.100350045264	839.299434705416	546.084077004614	535.981278435251	421.62381585221
"Cebpz"	1028.22871388408	1169.96293040395	1377.11252946447	1131.33162897862	1398.46461075305	1372.4076945475	1299.79142067608	1663.11013223245	1436.19038896811	1154.83995860449	1410.46955591751	1445.93509957443	1406.33485495008	1390.25157312229	1666.27204838249	2049.15512199274	1735.69500007203	2227.63010678211	3087.42958659436	1475.52393098728	1663.42150931757	1778.93265080769	2327.53214747453	1783.94125248505	1563.10441770338	1557.27474032675	1866.1084684293	1362.04482128215	1459.40587910179	1551.63081747842	1412.66630993821	1724.34219240201	1892.89247959838	1401.7005573624	1479.1883314406	1238.23607901182	1578.47947660613	1337.64500394126	1274.48915875402	1437.87019649447	1424.27779173261	1399.13118515631	1562.99845248975	1465.69490246496	1513.5156784068	1427.63625899882	1393.16601857922	1499.54580348709	1504.66184369279	1250.79378345356	1390.52728682346	1320.68866271343	1363.56536095429	1497.62178828649	1523.39798484873
"Cebpzos"	794.582513794999	851.612502130948	578.40481639075	748.570375956676	725.600004042959	745.302743211201	586.372069477932	479.743307374744	819.010362889571	605.309674188042	668.805431812541	613.114038975393	1087.53283946315	740.565163429539	580.838592572597	389.767065740192	533.314106167385	600.473336983679	708.513476558889	1229.60327582273	1406.97735996444	1326.82169841264	1028.76237355335	834.810895583033	1236.74888027075	739.332785768707	879.810696195752	1158.93287424885	1096.63927486792	1494.06147619389	1329.27396578601	1141.33856130376	880.654176786355	1095.77003077267	1241.15802523177	997.105895204252	891.220153926497	678.19304490542	769.128530786536	807.401271124251	827.45550491273	685.990581079224	730.7640828554	864.384173248564	839.031834638862	777.16035259492	601.006311190557	871.671463833461	801.843673255039	849.926423782808	740.877361567967	571.761555199106	464.664914921095	547.013483137177	536.138926330588
"Cela2a"	30.5965262021412	32.1363208351301	50.0289446650572	51.7486076346689	25.3911172343431	40.4936879571431	58.6372069477932	34.8904223545269	44.4182594526218	16.5272265989909	40.1656893406973	31.9232424581368	34.4207831631139	18.3691097978606	0	6.57834710110028	0	29.3937997124878	0	0	53.137075992089	24.7893733689194	34.1781519452941	48.5160640719598	33.3915897373152	20.329957445519	53.7604655724784	37.248903781194	7.50551594966635	12.3362874181146	45.865789283708	25.4909909224903	1.37066797943402	125.065938542974	19.835858850736	2.79301371205673	15.5187588992176	38.6534896060084	30.3449799703337	13.5648131744761	49.8920839139644	36.2000306638113	26.7027070470914	34.8974976777371	44.8026707816868	17.8657552320671	38.3976254371745	42.5677518409237	14.8976420167603	62.4301625716753	43.3099950170329	43.8440003204322	37.0087100379633	32.1772637139516	45.9795519345003
"Cenpq"	80.6635690783721	138.587883601499	202.748881011021	159.706909769064	183.597309232943	225.451343761391	221.222189848493	146.345938209265	74.0304324210364	210.722139137134	148.519641980718	169.00540124896	78.6760758014032	116.015430302278	54.0637353468527	98.6752065165042	186.659937158585	77.6836135258606	79.7664178907358	0	45.0509992106842	35.4133905270277	37.5959671398235	27.8827954436551	62.3729695093246	92.1624737530194	32.0495083220544	57.6303794350549	55.0404502975532	120.621476977121	60.8764112311034	103.608543749477	56.8827211465116	61.570923590387	34.712752988788	88.4454342151298	120.824622858194	90.191475747353	96.8705129822192	125.621965485365	126.142249895684	133.035112689506	98.800016074238	41.1611511070745	113.228567975536	56.0335050460288	82.6383677887016	59.9818321394835	77.9935376171568	128.146123173439	158.496151977227	128.847674411066	178.464223960845	189.386180716401	158.759584981388
"Cenpu"	26.8878563594574	43.1831811222061	21.0648188063399	6.24552161108073	27.3442800985234	24.0773279745175	56.8603218887692	10.6609623861054	19.481692742378	25.8237915609233	21.48397336828	3.75567558331021	6.55633965011693	42.5389911108351	0	39.4700826066017	133.328526541846	37.79202820177	89.1507023484694	0	13.8618459109797	43.6765149833341	17.089075972647	11.7107740863351	28.3513497769657	21.6852879418869	32.0495083220544	8.43371406366657	5.00367729977757	26.043273438242	16.6784688304393	13.156640476124	64.4213950333987	11.5445481731976	15.5853176684354	20.4821005550827	22.1696555703109	17.5697680027311	12.8382607566797	31.2580477498797	31.0648824369967	16.2900137987151	22.2522558725761	5.36884579657493	13.8480982416123	12.1811967491367	14.1904267919993	15.4791824876086	17.5266376667768	9.85739409026452	19.3512743693126	23.2641634353314	18.093147129671	18.3870078365438	21.6884678936322
"Cep89"	358.813807279655	309.312088038127	235.223810004129	282.832907244656	280.278871009864	345.837983633979	339.385046273591	261.678167658951	324.954634942865	275.798093870661	311.98465673937	258.202696352577	327.816982505846	554.940474945895	472.711121878892	689.081858840254	930.87553076489	524.889280580139	753.088827733123	271.143286463475	318.822455952534	344.690334463069	574.19295268094	274.366707165566	320.685267477234	410.665140399483	328.765924077848	203.814756538609	179.298436575363	390.64910157363	251.010955898111	365.096773212442	462.60044305898	260.714379578045	230.946070904997	211.338037545626	249.408625165997	242.462798437689	318.622289688504	352.095368050531	240.046818831338	263.355223079227	275.927972819944	260.389021133884	252.524144405871	272.046727397386	230.385752623047	324.095383334306	417.133976469288	289.150226647759	282.897201494236	285.433389841181	275.509285838171	351.191849677986	289.757931058926
"Chad"	7.41733968536755	18.0766804697607	1.75540156719499	5.3533042380692	0	5.47211999420852	2.66532758853606	2.90753519621057	1.55853541939024	1.03295166243693	7.47268638896694	6.57243227079288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50531097369768	0	19.8746857017932	95.2425224288798	0	2.79301371205673	0	0	3.50134384273082	1.76932345754036	3.76544029539354	1.81000153319056	5.34054140941827	6.26365342933742	5.70215809948741	2.43623934982734	3.33892395105865	1.93489781095108	0	3.28579803008817	1.8429785113631	1.78955103348703	7.40174200759267	9.19350391827188	1.73507743149058
"Chchd1"	668.487739143751	910.863843670719	753.067272326651	869.019721313233	763.686679894474	852.556295097688	847.574173154465	692.962555096853	857.973748374327	723.066163705852	749.136810493936	725.784306474699	1122.77316508252	339.345133634162	191.302448150402	240.10966919016	576.948896671989	692.853850365784	312.027458219643	104.043354108077	445.889376803182	310.457390286942	317.856813091235	820.869497861205	754.145904067288	677.665248183966	603.771382583218	390.059275444579	751.385541183265	404.356087593758	690.488609580186	538.599969491328	637.360610436817	1110.20071598916	670.877083273106	878.868314727184	644.028494317531	849.205453465337	849.659439169345	917.099325491753	943.242793996081	798.210676137039	921.243393124652	801.74763895519	717.657326521201	872.173687238187	852.260338507721	600.78577030031	640.598606720692	672.493330158046	745.484807846375	824.98302643752	735.239706087538	897.285982423336	746.083295540948
"Chchd10"	14988.5891692065	10765.6674797686	11268.8003606082	10761.0337358921	19411.5091256553	9746.94013368422	8387.78592112296	8057.74920709823	16767.5033095099	10378.0653525038	11887.1758732492	9094.36842498569	16442.480300037	19006.2278692706	24748.71454224	16541.2537857167	9905.09744454515	13231.4089848642	12415.4083375816	43688.7502386554	34362.3608594929	38712.7380777957	29258.206972769	28734.8936724132	29322.225999328	21679.8666199014	43440.5238927768	29177.1366127598	20071.4175418411	28344.6763910214	26083.457403924	28281.0209934584	28860.0996409729	19303.4465912674	29542.6780640497	14244.3699314893	20269.7160879352	13131.6446052412	12212.6873234451	10318.1046298895	11666.275395203	9356.80292582862	10999.7351229318	19627.6054246452	20100.9218947073	14010.0004210737	12613.6199561118	17911.3490359741	14211.474152106	14277.8877067431	9021.37981312238	11980.1493936789	9534.26612155797	9274.40675275268	8141.85084726953
"Chchd2"	7571.24948383893	8345.40081687285	8735.75589914587	9817.9599726189	9229.67111468372	10401.4056849916	8925.29365147774	7350.24897602032	9708.89639509149	7789.4884864369	9842.46206006808	8685.9387053007	10000.8765937971	4668.65427441416	4173.99761870188	3573.68706267273	2984.13483950932	3224.91973988438	2416.45324786641	13002.2664345973	13087.8928476167	11929.5908222047	14645.3381085585	10135.9537996775	9855.55921246833	16652.9458088728	11094.2991549666	8597.46867840276	9622.07144747226	8746.42777944328	9580.94641964584	8481.09936692146	8085.57041068126	10142.8476158352	9708.94448390488	9619.13922432338	9051.87036935793	9044.91656780597	8851.3972344235	8609.52794439139	8283.96864986578	7212.8561097644	8441.61578782048	8079.21811621251	9261.11934758177	10615.506926981	11062.6897808451	7629.3020685801	7471.60563734695	8728.17483392422	7230.00470007745	8682.90161447906	8047.33839381047	8739.34482470925	7856.43060978933
"Chchd3"	3859.79813877314	3313.05382609669	3800.44439297716	3306.55758438074	4404.38225872644	3959.62602780929	3583.97716405148	3413.44632035121	3539.43393743523	3818.82229602933	3882.99466486695	3330.34532350033	4370.6199192592	3742.46442250097	3866.25020211211	3540.79532716723	3299.27499315368	3143.03701211387	2906.78211078299	3944.18896936985	4797.35383902491	4639.15415904062	3629.71973659023	2981.2284888356	4322.63579599471	2980.37176151308	3437.56823131713	4793.16082618383	4192.24763099697	4461.62394955146	5124.45954815247	4433.7878404538	3718.62222820448	6559.22745373841	4446.06607668639	4131.79828470259	4457.209252411	3946.16989341341	3530.52170808691	3558.69924759951	4001.72167392948	3465.24793529334	3478.4726380011	3987.26281158965	4193.52998516589	3475.70147242033	3661.96484332358	3925.90765841974	3548.26779563896	4160.91557210166	3753.22573839096	3341.98655503703	3482.93082246166	3268.29064294565	3010.35934363615
"Chchd4"	254.97105168451	262.11186681153	330.893195416256	313.168297927048	310.552895404658	357.876647621237	457.547902698689	466.174809792428	386.516784008779	375.994405127043	376.43657684421	402.796206310021	289.29848706141	188.525074241201	285.567422601325	509.821900335272	489.67931566278	497.595037989972	194.723902497973	523.369599452753	224.099842227506	267.961321654509	290.514291535	346.861975319069	250.121908032342	283.264073740898	276.039313612533	290.260325691191	322.737185835653	161.742435037503	171.788228953525	259.84364940345	233.013556503783	360.767130412424	224.570259131547	397.538951682741	311.483660762868	329.140320584496	343.13169658762	449.408158215251	390.66443064708	515.850436959311	502.900982720221	232.649984518247	289.180875045433	341.073508975827	425.712803759978	418.905376070909	393.473015619139	327.484536998788	315.14932544309	308.697553276512	437.525194226589	398.078719661173	470.205983933946
"Chchd5"	445.967548582724	417.772170856691	360.735022058571	445.216469132755	391.609154268138	446.524991527415	505.523799292338	348.904223545269	430.935043461401	307.819595406205	498.801816463543	415.002151955779	589.251026054259	378.98373898744	614.108583555276	468.707230953395	639.976927400862	722.247650078272	309.68138710521	762.984596792568	844.417446743849	790.899055103618	1168.89279652906	765.103906973895	825.339293507224	977.870953129463	777.45904058661	497.589129756328	498.699837544497	514.011975754777	548.721624521452	549.289739878179	578.421887321154	488.719205998696	580.907294914411	469.226303625531	419.006490278875	377.164353125294	430.66529265589	436.433119526622	471.621396998041	428.065362599569	362.266725605539	369.555552330908	420.330511333644	409.288210770993	414.026569931273	417.937927165433	430.278954719371	394.295763610581	430.335482403284	363.278859797867	418.609631318296	396.240018877518	464.133212923729
"Chchd6"	49.13987541556	82.3493221400209	63.1944564190197	115.096041118488	83.0094217276602	98.4981598957534	71.9638448904735	61.058239120422	34.2877792265853	69.2077613832744	58.8474053131146	69.479998291239	112.277316508252	150.820059392961	60.9949834682441	65.7834710110028	67.8763407849399	69.2853850365784	63.343920089702	0	114.360228765583	76.7290128085599	70.0652114878528	173.988643568408	132.936328954217	186.357943250591	222.278848040055	77.3090455836102	110.914846811736	38.3795608563567	49.2014830497959	57.5603020830427	154.885481676044	105.825024920978	27.6285176849537	43.7572148222221	79.8107600531191	63.251164809832	38.514782270039	96.1332411930262	73.426085760174	70.590059794432	88.1189332554015	118.114607524649	49.6902348669617	82.0200581108537	71.786864947761	34.8281605971194	72.7355463171237	41.6201083811169	67.2687156647532	83.2141230571468	97.8674776559475	76.3060825216566	114.515110478378
"Chchd7"	898.425269390145	918.897923879501	805.729319342501	752.139245448722	646.496908043659	774.852191179927	793.379178854232	593.137180026956	720.822631467986	789.175070101815	716.443807542205	660.05998376677	631.867233780019	863.34816049945	608.563585058163	1034.44508164802	1389.04083106323	663.460050653296	839.893458967159	889.097753287208	490.940376013866	668.132634609922	852.744891035087	853.213540575845	762.9663239979	796.25666661616	1133.1051974507	585.440317919521	632.131232205233	666.159520578191	702.163537761494	821.467739727995	683.963321737574	791.763595545132	753.054212797584	753.182697684631	852.423256678453	611.427926495042	694.433195474945	787.938713091307	820.865984395791	722.190611743035	794.850579768419	816.06456107939	773.864313501863	888.415282903702	738.736924171727	1047.74716463001	914.890486205749	799.544187321456	835.790754903167	598.604820701411	654.64295978264	620.561514483352	713.116824342627
"Chdh"	4547.75639459098	4618.59186002385	4275.2805169034	4677.00346932645	4591.88589368774	4550.61498718381	5218.7114183536	5117.26194533061	4116.09204260962	5097.61645412625	4747.02402859125	6263.52795406561	4927.08924706287	4187.1902386597	5546.38474673738	5626.13135821601	6552.49104077473	6395.25099458842	8201.86461605919	3515.40423728807	3783.12877987156	3129.36327623834	3180.27703850961	2711.88068484989	2956.73076674	1980.13785519355	2445.0673284406	3575.89476299463	3701.88725561877	3888.67193391014	3786.01242450972	3654.25689224345	2702.27192145416	1348.78804490191	3435.85412235962	4620.57568431252	5468.14554641718	4032.84741556021	4450.20802411087	5238.37698329116	4928.96134667014	5290.63448151602	5171.42426478669	5928.10056705149	5216.66006701677	4217.13031455112	4384.84187872777	5575.40804225553	4557.80212524531	5350.37445899358	4360.4871578851	5365.96877391085	5790.62949727333	4479.07510898206	6375.54202201213
"Chpt1"	3588.13807279655	2804.8982528912	4572.82108254295	4584.21286253325	4518.64228628098	3084.08682873592	3376.97005467518	4239.18631607501	4800.28909172194	4351.82535384679	5228.07821488099	4978.14798567769	3738.75268547918	3029.93632139448	3275.70786216956	2827.04466669785	2889.59279341601	3331.99715312272	2526.71859024478	7860.0024785284	11241.9570338046	8590.10809550601	3694.65822528629	2366.13402134857	2999.57280640297	1928.63529633157	3299.03164695728	10709.4112418459	9933.96733249173	7056.35640316158	6315.30222264583	2971.75616754452	2140.29804988622	4183.93666710301	3416.72668703927	9736.44580022976	10028.4436972301	9240.52665156971	10388.4871813823	4375.53691049731	4301.07417741327	3593.75804414987	4422.85837723323	7628.23506930022	7723.98044276281	7727.75121765231	7702.89755509231	4321.59426075924	3218.76700750356	4438.01787263909	3204.01814200475	4662.67521775045	5194.37805777281	5091.36246993897	3466.68470811817
"Ciapin1"	1226.64255046766	598.538975554298	661.786390832512	672.731899250696	985.370664978931	516.568127453285	581.929856830372	887.767413242961	931.224913085668	816.031813325175	710.83929275048	599.969174433807	449.928808489274	1240.39830898185	1278.12215358457	1287.71144504038	3190.18801689217	1505.38245670384	1482.71694432191	1380.9390636163	1080.06882723051	794.44039415632	1305.60540431023	1014.93375414904	775.566923898773	809.809971579839	654.430282834208	966.363069795128	771.400250382375	1229.51664600543	1054.91315352528	666.054924103779	840.219471393051	1176.58186798505	634.747483223551	1250.33913843073	1200.48684913233	1284.93569993307	1142.60520734449	563.234633983681	953.597754808414	1096.86092911348	1377.85968362991	909.124554886689	1213.74508117661	1036.21380345989	1378.97559178722	1296.38153333722	976.233718039468	832.402167622337	1002.58031018153	654.975678256252	844.621004644185	813.625096767062	862.333483450817
"Cisd1"	4051.72180313203	6369.01708551235	5686.62337692817	6907.54690185528	6016.71820310723	7712.40591983749	7165.28900051443	5722.0292661424	5750.99569754998	5331.063529837	5115.05383324787	6134.89606533724	7034.95244457547	3857.51305755073	2341.37561540601	1665.96640335365	1529.64182268918	2347.30486275438	2747.24927500152	4152.275677586	3879.0065474225	4035.94607373025	3911.68949013891	3770.31159989104	4351.61717576672	6258.91623222711	3529.58133585464	4734.82763724347	5770.90781907679	4722.05668393388	6296.95590693235	3132.10272334728	2480.90904277557	4512.95629003914	4416.31228841029	5232.24568725294	5021.42698667541	4451.00789402521	4252.9656543037	7987.90563630887	6353.23913840275	5057.14428373444	5474.05494465373	6031.89825245194	4185.38404502376	5519.70628692547	5675.33598581194	4740.49963683014	4989.83374373136	6022.86778915162	5593.43978198701	5324.80910014065	4835.80477829387	5893.03601161228	5849.81356027048
"Cisd3"	2838.05959711376	2707.48503035971	1600.04852849823	1677.36866126168	2373.09287997899	1898.82563799036	1686.26392101381	1372.35661261139	2460.14815950749	1635.16248163766	1575.8027422734	1452.50753184523	2770.87304463067	3366.38106927109	4122.70638260359	2937.23198064128	3524.72141076081	3785.50149154396	4030.55017459659	8875.21338831025	5738.80420714561	7250.30148723346	4709.74933806152	4492.47600188171	4746.6459826591	5094.00967059887	6384.0552867318	5077.79867583258	3402.50056384875	4394.45971805284	4270.52194403398	3275.18118852513	4447.81759326338	2259.84530490342	3528.65760483985	2265.13412047801	2528.44921779396	2063.86208138748	1600.11413612798	2217.55206678392	2183.0140112544	1390.08117749035	1489.12096299279	2797.16866001554	2403.86693594105	1734.60241707706	1626.89069515333	2407.01287682314	2209.23267789722	1692.18598549541	1791.37511304493	1898.71364652974	1208.95119457347	1381.78363891626	1302.17561233368
"Ckmt1"	4.63583730335472	7.02982018268471	6.14390548518247	1.78443474602307	0	4.37769599536682	15.9919655312163	2.90753519621057	3.11707083878048	0	0	3.75567558331021	1.63908491252923	0	0	4.93376032582521	0	0	0	0	0	0	0	0	0	0	11.3724061787935	0	74.2212132800339	0	0	0	0	38.4818272439919	3.54211765191714	0	2.21696555703109	3.51395360054622	2.33422922848721	20.0523325187907	8.47224066463546	0.905000766595282	1.78018046980609	0	0	4.06039891637889	3.33892395105865	0	0	1.09526601002939	0.921489255681551	5.36865310046109	3.28966311448563	0	11.2780033046888
"Cldn20"	7.41733968536755	0	0	0	2.92974429627036	1.0944239988417	0.888442529512018	0	10.9097479357317	2.06590332487386	0	1.87783779165511	10.65405193144	14.5019287877847	0	0	82.4212709531413	0	0	0	19.6376150405546	0	0	0	0	0	0	0	0	0	0	6.57832023806202	0	6.73431976769857	9.91792942536799	7.44803656548461	9.97634500663989	3.51395360054622	11.6711461424361	4.1284214009275	0	2.71500229978585	4.45045117451523	0	9.77512817054985	2.43623934982734	0	5.80469343285324	22.7846289668098	0	8.29340330113396	0.894775516743514	14.8034840151853	1.83870078365438	0
"Cldnd2"	13.9075119100642	22.0937205741519	0	2.6766521190346	1.95316286418024	44.8713839525099	36.4261437099928	1.93835679747371	3.11707083878048	3.09885498731079	2.8022573958626	3.75567558331021	27.0449010567323	0	0	19.7350413033008	0	0	0	0	0	0	34.1781519452941	7.24952681535032	0	10.1649787227595	0	0	4.16973108314797	0	0	0	13.7066797943402	0	0	2.79301371205673	0	8.19922506794118	2.33422922848721	3.53864691508072	3.76544029539354	9.95500843254811	18.691894932964	4.47403816381244	11.4043161989748	3.24831913310312	3.33892395105865	3.86979562190216	8.7633188333884	7.66686207020574	4.60744627840775	9.84253068417866	2.46724733586422	6.43545274279032	8.67538715745289
"Clpb"	1441.74540134332	1329.64027455351	1261.2560260296	1255.34984382723	1536.16259267776	850.367447100004	1075.90390323905	1278.34630793391	1373.0697044828	1273.62939978474	1213.37745240851	1189.61024101351	1630.88948796659	1251.03305675956	1477.74209948064	947.28198255844	1025.4175768582	1350.01522965212	342.526382707277	2992.03463783532	2740.02487507033	2228.68271050094	1763.59264037717	2591.4270085333	2714.16921864818	1913.04899562334	4019.62865664992	2007.22394715264	1889.72212688266	2043.71161560099	2098.15137886926	1954.58340073418	2490.50371863161	2407.03829411169	1770.35040242819	1320.16448123215	1901.04796515416	1600.02020611538	1287.3274195107	1290.42657503277	1396.978349591	1194.60101190577	1107.27225221939	1339.52702624545	1540.39728087581	1355.36115828727	1414.8690242611	1084.51022303808	1357.43808729186	1158.7914386111	1079.98540765878	1330.53119339761	1556.0106531517	1396.4932451855	1251.85836682045
"Clpp"	2001.75454758857	1843.82140791559	1362.19161614331	1335.64940739826	2076.21212462359	1579.25383032858	1294.46076549901	1027.32910266107	1810.23888962176	1178.59784684054	1445.9648162651	1152.99240407624	2565.16788810825	3028.96952614197	3717.92149231433	3114.84735237098	3335.63731857419	3002.3666849184	3322.0366980377	7024.50281675141	3771.57724161241	5218.75331733298	4138.97420057511	3272.32487326736	3943.98776897345	4745.01206778413	5301.6089895321	3715.75385455043	2661.95632348167	3535.03169459085	3371.5524740733	3271.06973837634	4367.63351646649	2364.7082841433	3088.72659247174	1985.83274927233	2950.78115640838	2021.69463818093	1696.9846491102	1918.5364024596	1983.44567559855	1221.75103490363	1482.89033134847	3047.71479718904	2734.59210571132	2107.34703760065	1822.21774629026	2261.89554100181	2235.52263439738	1530.08661601106	1303.90729678939	1326.05731581389	1231.15642059625	1165.73629683687	1316.92377050135
"Clpx"	9928.10916886447	7449.6008735936	14808.5676208569	16061.6971489536	12504.1486564819	14545.9893686051	13714.887328077	14776.0938671421	9665.25740334857	14059.5050774291	13344.3497190977	15588.8704274249	6593.21906064884	3485.29688533092	6687.2681875184	3006.30462520283	3335.63731857419	4598.03009788202	5004.16968708645	835.499661776986	2394.63388112175	1311.47589585092	2018.21987236962	3707.29648218838	3758.12892043557	2654.4147771366	2494.69237358443	2669.97331065577	4166.39529828145	3223.88311193396	3631.73658782815	3902.58848123029	4151.06797571592	4171.43007324872	7117.5312097623	7383.79725010731	4845.17822489144	9813.30108845874	10637.0825942162	5598.72919414354	5089.93391929822	10343.2537614175	10887.583753334	4785.43122001379	8827.75533202073	8832.17972290737	12481.732460045	3150.01363622836	8836.05437970553	12622.9407655887	7399.55872312285	13039.5636055032	15138.2072370842	16717.4675249856	8229.47225755981
