0610005C13Rik	5166
1700018A23Rik	53
1700018L02Rik	60
1700066M21Rik	580
1700086O06Rik	52
1700108J01Rik	0
2010103J01Rik	0
2300009A05Rik	138
2310061I04Rik	889
2610028H24Rik	0
2610203C22Rik	26
3110009E18Rik	49
3200001D21Rik	0
4930451E10Rik	4
4930473H19Rik	0
4930500F10Rik	0
4930506C21Rik	0
4930507D05Rik	0
4930556N13Rik	0
4932702P03Rik	23
4933411K16Rik	0
5730409K12Rik	0
6230400D17Rik	15
6430562O15Rik	0
9330162012Rik	73
9430091E24Rik	0
9630013K17Rik	0
9630015K15Rik	60
A230108P19Rik	17
A430057M04Rik	0
A930013F10Rik	0
AA467197	0
AW495222	0
Aadat	433
Aamp	9529
Aars2	576
Aass	2274
Abat	767
Abca9	51
Abcb10	310
Abcb6	829
Abcb7	832
Abcb8	398
Abcd1	203
Abcd2	592
Abcd3	2700
Abhd10	366
Abhd11	2532
Abhd11os	34
Abi1	2781
Acaa1a	4687
Acaa1b	9400
Acaa2	18040
Acaca	3771
Acacb	1703
Acad10	204
Acad11	1286
Acad12	54
Acad8	1671
Acad9	1093
Acadl	4857
Acadm	4279
Acads	1842
Acadsb	2493
Acadvl	12397
Acat1	3705
Ackr4	48
Acly	1156
Aco2	1459
Acod1	14
Acot10	0
Acot11	98
Acot13	2127
Acot2	56
Acot7	580
Acot9	4
Acoxl	0
Acp6	589
Acsf2	1929
Acsf3	1006
Acsl1	6550
Acsl6	0
Acsm1	6588
Acsm2	5
Acsm3	714
Acsm4	0
Acsm5	1419
Acss1	0
Acss3	556
Adck1	173
Adck2	178
Adck5	1540
Adcy10	0
Adhfe1	822
Afg1l	418
Afg3l1	1189
Afg3l2	444
Agk	64
Agmat	4226
Agpat4	98
Agpat5	131
Agxt	14016
Agxt2	3220
Ahcyl1	1037
Aifm1	992
Aifm2	822
Aifm3	178
Ak2	5557
Ak3	10459
Ak4	1644
Akap1	1226
Akap10	557
Akr1b10	98
Akr1b7	199
Akr7a5	3176
Alas1	2248
Alas2	972
Aldh18a1	48
Aldh1a7	4010
Aldh1b1	1105
Aldh1l1	29694
Aldh1l2	0
Aldh2	27103
Aldh3a2	1466
Aldh4a1	5639
Aldh5a1	1191
Aldh6a1	4291
Aldh7a1	4278
Aldh9a1	3547
Alkbh1	128
Alkbh2	349
Alkbh7	464
Amacr	1807
Amt	1150
Angel2	543
Ankrd12	112
Ankrd42	17
Antkmt	1415
Apex1	750
Apex2	273
Apoa2	205987
Apoo	182
Apool	796
Arf5	5017
Arg2	32
Arhgap44	16
Arl2	181
Armc10	45
Armcx1	20
Armcx2	75
Armcx3	105
Armcx6	38
Arvcf	426
Atad1	450
Atad3a	1477
Atp23	71
Atp5f1a	10082
Atp5f1b	6460
Atp5f1c	4928
Atp5f1d	9471
Atp5f1e	9874
Atp5if1	1261
Atp5mc1	4821
Atp5mc2	89
Atp5mc3	12304
Atp5me	2304
Atp5mf	8949
Atp5mg	801
Atp5mj	2499
Atp5mk	1003
Atp5pb	5698
Atp5pd	8376
Atp5pf	6720
Atp5po	4270
Atpaf1	38
Atpaf2	430
Atpsckmt	458
Auh	879
Aup1	3289
Aurkaip1	3847
Azi2	1355
B3gnt4	0
BC048644	39
Bad	358
Bak1	396
Bax	1147
Bbc3	208
Bbof1	149
Bcap31	1573
Bcat2	1641
Bckdha	6880
Bckdhb	1677
Bckdk	334
Bcl2	35
Bcl2a1d	43
Bcl2l1	1506
Bcl2l10	0
Bcl2l11	229
Bcl2l13	305
Bcl2l2	174
Bco2	1160
Bcs1l	278
Bdh1	5036
Bid	192
Bik	353
Bloc1s1	6031
Bmp8a	0
Bnip3	3400
Bnip3l	2454
Bok	348
Bola1	1366
Bola3	819
Bphl	975
Bud23	349
Bud31	1849
C030006K11Rik	18
C1qbp	1455
C330018D20Rik	133
C430014B12Rik	9
Cacna1d	38
Camk1	316
Car5a	161
Car5b	140
Cars2	305
Casp3	286
Casp8	635
Casp9	307
Cat	23050
Cbr2	0
Cbr3	0
Cbr4	184
Ccdc127	551
Ccdc142	5
Ccdc159	194
Ccdc51	89
Ccdc78	0
Ccdc90b	83
Ccnc	214
Cd63-ps	0
Cdc123	714
Cdc37l1	731
Cdc42bpa	663
Cdh12	0
Cdk5	603
Cdk5rap1	150
Cebpz	1362
Cebpzos	602
Cela2a	20
Cenpq	22
Cenpu	10
Cep89	336
Cfap157	10
Chad	0
Chchd1	186
Chchd10	17121
Chchd2	8570
Chchd3	2124
Chchd4	170
Chchd5	684
Chchd6	41
Chchd7	499
Chdh	1861
Chpt1	2162
Ciapin1	764
Cisd1	2289
Cisd3	2756
Ckmt1	0
Ckmt2	0
Cldn20	0
Cldnd2	20
Clpb	1032
Clpp	2422
Clpx	1181
Clybl	1233
Cmc1	618
Cmc2	411
Cmpk2	72
Coa3	1696
Coa4	278
Coa5	2056
Coa6	204
Coa7	476
Coa8	380
Coasy	3416
Comt	22457
Comtd1	186
Cops3	375
Coq10a	833
Coq10b	333
Coq2	404
Coq3	430
Coq4	161
Coq5	463
