0610005C13Rik	4815
1700018A23Rik	18
1700018L02Rik	82
1700066M21Rik	1906
1700086O06Rik	93
1700108J01Rik	0
2010103J01Rik	0
2300009A05Rik	399
2310061I04Rik	957
2610028H24Rik	0
2610203C22Rik	27
3110009E18Rik	30
3200001D21Rik	0
4930451E10Rik	0
4930473H19Rik	0
4930500F10Rik	0
4930506C21Rik	18
4930507D05Rik	0
4930556N13Rik	0
4932702P03Rik	5
4933411K16Rik	0
5730409K12Rik	0
6230400D17Rik	2
6430562O15Rik	0
9330162012Rik	96
9430091E24Rik	92
9630013K17Rik	0
9630015K15Rik	19
A230108P19Rik	5
A430057M04Rik	5
A930013F10Rik	0
AA467197	6
AW495222	8
Aadat	3739
Aamp	3740
Aars2	456
Aass	7718
Abat	5477
Abca9	176
Abcb10	1399
Abcb6	1244
Abcb7	1678
Abcb8	766
Abcd1	516
Abcd2	216
Abcd3	18179
Abhd10	307
Abhd11	1447
Abhd11os	8
Abi1	2455
Acaa1a	5896
Acaa1b	29658
Acaa2	25242
Acaca	2580
Acacb	2410
Acad10	460
Acad11	6059
Acad12	59
Acad8	1803
Acad9	1182
Acadl	5524
Acadm	7820
Acads	2723
Acadsb	5702
Acadvl	10571
Acat1	10274
Ackr4	50
Acly	9750
Aco2	3595
Acod1	4
Acot10	2
Acot11	253
Acot13	1714
Acot2	59
Acot7	587
Acot9	106
Acoxl	0
Acp6	1300
Acsf2	5210
Acsf3	897
Acsl1	29917
Acsl6	15
Acsm1	11633
Acsm2	81
Acsm3	2816
Acsm4	0
Acsm5	3163
Acss1	21
Acss3	745
Adck1	388
Adck2	275
Adck5	764
Adcy10	0
Adhfe1	3355
Afg1l	361
Afg3l1	1427
Afg3l2	1926
Agk	157
Agmat	4662
Agpat4	31
Agpat5	442
Agxt	7073
Agxt2	7639
Ahcyl1	3700
Aifm1	3651
Aifm2	657
Aifm3	141
Ak2	7066
Ak3	15620
Ak4	1330
Akap1	3171
Akap10	473
Akr1b10	78
Akr1b7	1
Akr7a5	4015
Alas1	2580
Alas2	3624
Aldh18a1	48
Aldh1a7	9584
Aldh1b1	1137
Aldh1l1	35318
Aldh1l2	24
Aldh2	51785
Aldh3a2	5350
Aldh4a1	7577
Aldh5a1	2013
Aldh6a1	13025
Aldh7a1	13903
Aldh9a1	6493
Alkbh1	288
Alkbh2	178
Alkbh7	413
Amacr	4218
Amt	1655
Angel2	628
Ankrd12	255
Ankrd42	29
Antkmt	1150
Apex1	998
Apex2	446
Apoa2	203432
Apoo	988
Apool	867
Arf5	2000
Arg2	3
Arhgap44	32
Arl2	126
Armc10	193
Armcx1	75
Armcx2	86
Armcx3	263
Armcx6	9
Arvcf	364
Atad1	2018
Atad3a	1684
Atp23	148
Atp5f1a	22742
Atp5f1b	24074
Atp5f1c	9365
Atp5f1d	7751
Atp5f1e	5838
Atp5if1	521
Atp5mc1	2447
Atp5mc2	154
Atp5mc3	16544
Atp5me	2202
Atp5mf	7793
Atp5mg	704
Atp5mj	3686
Atp5mk	1880
Atp5pb	11229
Atp5pd	5435
Atp5pf	11328
Atp5po	6326
Atpaf1	95
Atpaf2	697
Atpsckmt	789
Auh	1314
Aup1	3867
Aurkaip1	2158
Azi2	1649
B3gnt4	0
BC048644	33
Bad	283
Bak1	483
Bax	753
Bbc3	340
Bbof1	328
Bcap31	6085
Bcat2	1076
Bckdha	5218
Bckdhb	2958
Bckdk	345
Bcl2	71
Bcl2a1d	10
Bcl2l1	999
Bcl2l10	0
Bcl2l11	125
Bcl2l13	812
Bcl2l2	533
Bco2	1244
Bcs1l	513
Bdh1	4403
Bid	441
Bik	416
Bloc1s1	2366
Bmp8a	0
Bnip3	4655
Bnip3l	1723
Bok	295
Bola1	415
Bola3	1632
Bphl	4881
Bud23	1029
Bud31	1542
C030006K11Rik	145
C1qbp	3682
C330018D20Rik	286
C430014B12Rik	67
Cacna1d	79
